//=========================================================================================================================================									
//Index   	Level     	OpExe 	Zen	 Value	Coin1	Coin2	Coin3	SellValue	Comment
//  FULL +0 SEM HARMONY ****									
//NPC BK 01									
3617	15	63	100		0	0	140	100	// Sunlight Mask
4129	15	63	100		0	0	140	100	// Sunlight Armor
4641	15	63	100		0	0	140	100	// Sunlight Pants
5153	15	63	100		0	0	140	100	// Sunlight Gloves
5665	15	63	100		0	0	140	100	// Sunlight Boots
//FIM DL 02									
									
//NPC ELF 03									
3594	15	63	100		0	0	100	100	// Vine Helm
3595	15	63	100		0	0	100	100	// Silk Helm
3596	15	63	100		0	0	100	100	// Wind Helm
3597	15	63	100		0	0	100	100	// Spirit Helm
4106	15	63	100		0	0	100	100	// Vine Armor
4107	15	63	100		0	0	100	100	// Silk Armor
4108	15	63	100		0	0	100	100	// Wind Armor
4109	15	63	100		0	0	100	100	// Spirit Armor
4618	15	63	100		0	0	100	100	// Vine Pants
4619	15	63	100		0	0	100	100	// Silk Pants
4620	15	63	100		0	0	100	100	// Wind Pants
4621	15	63	100		0	0	100	100	// Spirit Pants
5130	15	63	100		0	0	100	100	// Vine Gloves
5131	15	63	100		0	0	100	100	// Silk Gloves
5132	15	63	100		0	0	100	100	// Wind Gloves
5133	15	63	100		0	0	100	100	// Spirit Gloves
5642	15	63	100		0	0	100	100	// Vine Boots
5643	15	63	100		0	0	100	100	// Silk Boots
5644	15	63	100		0	0	100	100	// Wind Boots
5645	15	63	100		0	0	100	100	// Spirit Boots
//FIM ELF 03									
									
//NPC ELF 04									
3598	15	63	100		0	0	100	100	// Guardian Helm
3603	15	63	100		0	0	100	100	// Holy Spirit Helm
3608	15	63	100		0	0	100	100	// Red Spirit Helm
3620	15	63	100		0	0	100	100	// Iris Helm
4110	15	63	100		0	0	100	100	// Guardian Armor
4115	15	63	100		0	0	100	100	// Divine Armor
4120	15	63	100		0	0	100	100	// Red Spirit Armor
4132	15	63	100		0	0	100	100	// Iris Armor
4622	15	63	100		0	0	100	100	// Guardian Pants
4627	15	63	100		0	0	100	100	// Divine Pants
4632	15	63	100		0	0	100	100	// Red Spirit Pants
4644	15	63	100		0	0	100	100	// Iris Pants
5134	15	63	100		0	0	100	100	// Guardian Gloves
5139	15	63	100		0	0	100	100	// Divine Gloves
5144	15	63	100		0	0	100	100	// Red Spirit Gloves
5156	15	63	100		0	0	100	100	// Iris Gloves
5646	15	63	100		0	0	100	100	// Guardian Boots
5651	15	63	100		0	0	100	100	// Divine Boots
5656	15	63	100		0	0	100	100	// Red Spirit Boots
5668	15	63	100		0	0	100	100	// Iris Boots
3615	15	63	100		0	0	140	100	// Sylphid Ray Helm
4127	15	63	100		0	0	140	100	// Sylphid Ray Armor
4639	15	63	100		0	0	140	100	// Sylphid Ray Pants
5151	15	63	100		0	0	140	100	// Sylphid Ray Gloves
5663	15	63	100		0	0	140	100	// Sylphid Ray Boots
//FIM ELF 04									
									
//NPC SUM 02									
3623	15	63	100		0	0	100	100	// Violent Wind Helm
3624	15	63	100		0	0	100	100	// Red Wing Helm
3625	15	63	100		0	0	100	100	// Ancient Helm
3626	15	63	100		0	0	100	100	// Demonic Helm
4135	15	63	100		0	0	100	100	// Violent Wind Armor
4136	15	63	100		0	0	100	100	// Red Wing Armor
4137	15	63	100		0	0	100	100	// Ancient Armor
4138	15	63	100		0	0	100	100	// Demonic Armor
4647	15	63	100		0	0	100	100	// Violent Wind Pants
4648	15	63	100		0	0	100	100	// Red Wing Pants
4649	15	63	100		0	0	100	100	// Ancient Pants
4650	15	63	100		0	0	100	100	// Demonic Pants
5159	15	63	100		0	0	100	100	// Violent Wind Gloves
5160	15	63	100		0	0	100	100	// Red Wing Gloves
5161	15	63	100		0	0	100	100	// Ancient Gloves
5162	15	63	100		0	0	100	100	// Demonic Gloves
5671	15	63	100		0	0	100	100	// Violent Wind Boots
5672	15	63	100		0	0	100	100	// Red Wing Boots
5673	15	63	100		0	0	100	100	// Ancient Boots
5674	15	63	100		0	0	100	100	// Demonic Boots
3627	15	63	100		0	0	140	100	// Storm Blitz Helm
4139	15	63	100		0	0	140	100	// Storm Blitz Armor
4651	15	63	100		0	0	140	100	// Storm Blitz Pants
5163	15	63	100		0	0	140	100	// Storm Blitz Gloves
5675	15	63	100		0	0	140	100	// Storm Blitz Boots
//FIM SUM 02									
//ESPADAS									
1		15	63	100		0	0	150	100	// Kris
2		15	63	100		0	0	150	100	// Rapier
3		15	63	100		0	0	150	100	// Katana
4		15	63	100		0	0	150	100	// Sword of Assassin
5		15	63	100		0	0	150	100	// Blade
6		15	63	100		0	0	150	100	// Gladius
7		15	63	100		0	0	150	100	// Falchion
8		15	63	100		0	0	150	100	// Serpent Sword
9		15	63	100		0	0	150	100	// Sword of Salamander
10		15	63	100		0	0	150	100	// Light Saber
11		15	63	100		0	0	150	100	// Legendary Sword
12		15	63	100		0	0	150	100	// Heliacal Sword
13		15	63	100		0	0	150	100	// Double Blade
14		15	63	100		0	0	150	100	// Lighting Sword
15		15	63	100		0	0	150	100	// Giant Sword
16		15	63	100		0	0	150	100	// Sword of Destruction
17		15	63	100		0	0	150	100	// Dark Breaker
19		15	63	100		0	0	150	100	// Divine Sword of Archangel
20		15	63	100		0	0	150	100	// Knight Blade
22		15	63	100		0	0	300	100	// Bone Blade
24		15	63	100		0	0	150	100	// Daybreak
18		15	63	100		0	0	150	100	// Thunder Blade
21		15	63	100		0	0	150	100	// Dark Reign Blade
23		15	63	100		0	0	150	100	// Explosion Blade
25		15	63	100		0	0	150	100	// Sword Dancer
//									
									
//STAFFS									
2560	15	63	100		0	0	150	100	// Skull Staff
2561	15	63	100		0	0	150	100	// Angelic Staff
2562	15	63	100		0	0	150	100	// Serpent Staff
2563	15	63	100		0	0	150	100	// Thunder Staff
2564	15	63	100		0	0	150	100	// Gorgon Staff
2565	15	63	100		0	0	150	100	// Legendary Staff
2566	15	63	100		0	0	150	100	// Staff of Resurrection
2567	15	63	100		0	0	150	100	// Chaos Lighting Staff
2568	15	63	100		0	0	150	100	// Staff of Destruction
2569	15	63	100		0	0	150	100	// Dragon Soul Staff
2570	15	63	100		0	0	150	100	// Divine Staff of Archangel
2571	15	63	100		0	0	150	100	// Staff of Kundun
2572	15	63	100		0	0	450	100	// Grand Viper Staff
2573	15	63	100		0	0	150	100	// Platina Staff
2574	15	63	100		0	0	150	100	// Mystery Stick
2575	15	63	100		0	0	150	100	// Violent Wind Stick
2576	15	63	100		0	0	150	100	// Red Wing Stick
2577	15	63	100		0	0	150	100	// Ancient Stick
2578	15	63	100		0	0	150	100	// Demonic Stick
2579	15	63	100		0	0	450	100	// Storm Blitz Stick
2581	15	63	100		0	0	150	100	// Book of Samut
2582	15	63	100		0	0	150	100	// Book of Neil
2583	15	63	100		0	0	150	100	// Book of Lagle
//									
									
//AXE/MACE/SCEPTER									
512		15	63	100		0	0	150	100	// Small Axe
513		15	63	100		0	0	150	100	// Hand Axe
514		15	63	100		0	0	150	100	// Double Axe
515		15	63	100		0	0	150	100	// Tomahawk
516		15	63	100		0	0	150	100	// Elven Axe
517		15	63	100		0	0	150	100	// Battle Axe
1024	15	63	100		0	0	150	100	// Mace
1025	15	63	100		0	0	150	100	// Morning Star
1026	15	63	100		0	0	150	100	// Flail
1027	15	63	100		0	0	150	100	// Great Hammer
1028	15	63	100		0	0	150	100	// Crystal Morning Star
1029	15	63	100		0	0	150	100	// Crystal Sword
1030	15	63	100		0	0	150	100	// Chaos Dragon Axe
1032	15	63	100		0	0	150	100	// Battle Scepter
1033	15	63	100		0	0	150	100	// Master Scepter
1034	15	63	100		0	0	150	100	// Great Scepter
1035	15	63	100		0	0	150	100	// Lord Scepter
1036	15	63	100		0	0	150	100	// Great Lord Scepter
1037	15	63	100		0	0	150	100	// Divine Scepter of Archangel
1038	15	63	100		0	0	450	100	// Soleil Sceptor
1039	15	63	100		0	0	150	100	// Shining Scepter
//									
									
//SPEAR/SCYTHE/LANCE									
1536	15	63	100		0	0	150	100	// Light Spear
1538	15	63	100		0	0	150	100	// Dragon Lance
1539	15	63	100		0	0	150	100	// Giant Trident
1540	15	63	100		0	0	150	100	// Serpent Spear
1541	15	63	100		0	0	150	100	// Double Poleaxe
1542	15	63	100		0	0	150	100	// Halberd
1543	15	63	100		0	0	150	100	// Berdysh
1544	15	63	100		0	0	150	100	// Great Scythe
1545	15	63	100		0	0	150	100	// Bill of Balrog
1546	15	63	100		0	0	150	100	// Dragon Spear
//									
									
//BOW/CROSSBOW									
2048	15	63	100		0	0	150	100	// Short Bow
2049	15	63	100		0	0	150	100	// Bow
2050	15	63	100		0	0	150	100	// Elven Bow
2051	15	63	100		0	0	150	100	// Battle Bow
2052	15	63	100		0	0	150	100	// Tiger Bow
2053	15	63	100		0	0	150	100	// Silver Bow
2054	15	63	100		0	0	150	100	// Chaos Nature Bow
2055	15	63	100		0	0	150	100	// Bolt
2056	15	63	100		0	0	150	100	// Crossbow
2057	15	63	100		0	0	150	100	// Golden Crossbow
2058	15	63	100		0	0	150	100	// Arquebus
2059	15	63	100		0	0	150	100	// Light Crossbow
2060	15	63	100		0	0	150	100	// Serpent Crossbow
2061	15	63	100		0	0	150	100	// Bluewing Crossbow
2062	15	63	100		0	0	150	100	// Aquagold Crossbow
2063	15	63	100		0	0	150	100	// Arrow
2064	15	63	100		0	0	150	100	// Saint Crossbow
2065	15	63	100		0	0	150	100	// Celestial Bow
2066	15	63	100		0	0	150	100	// Divine Crossbow of Archangel
2067	15	63	100		0	0	150	100	// Great Reign Crossbow
2068	15	63	100		0	0	150	100	// Arrow Viper Bow
2069	15	63	100		0	0	450	100	// Sylph Wind Bow
2070	15	63	100		0	0	150	100	// Albatross Bow
//									
//FIM ARMAS +15 + HARMONY									
									
//ANEIS +15									
6664	15	63	1000		0	0	116	0	// Ring of Ice
6665	15	63	1000		0	0	116	0	// Ring of Poison
6668	15	63	1000		0	0	118	0	// Pendant of Lighting
6669	15	63	1000		0	0	118	0	// Pendant of Fire
6677	15	63	1000		0	0	116	0	// Ring of Fire
6678	15	63	1000		0	0	116	0	// Ring of Earth
6679	15	63	1000		0	0	116	0	// Ring of Wind
6680	15	63	1000		0	0	116	0	// Ring of Magic
6681	15	63	1000		0	0	118	0	// Pendant of Ice
6682	15	63	1000		0	0	118	0	// Pendant of Wind
6683	15	63	1000		0	0	118	0	// Pendant of Water
6684	15	63	1000		0	0	118	0	// Pendant of Ability
//									
//ASAS FULL +15									
6144	15	63	1000		0	0	400	100	// Wings of Elf 1
6145	15	63	1000		0	0	400	100	// Wings of Heaven 1
6146	15	63	1000		0	0	400	100	// Wings of Satan 1
6185	15	63	1000		0	0	400	100	// Wing of Curse 1
6147	15	63	1000		0	0	500	100	// Wings of Spirits 2
6148	15	63	1000		0	0	500	100	// Wings of Soul 2
6149	15	63	1000		0	0	500	100	// Wings of Dragon 2
6150	15	63	1000		0	0	500	100	// Wings of Darkness 2
6186	15	63	1000		0	0	500	100	// Wind of Despair 2
6686	15	63	1000		0	0	500	100	// Cape of Lord 2
6180	15	63	1000		0	0	650	100	// Wing of Storm 3
6181	15	63	1000		0	0	650	100	// Wing of Eternal 3
6182	15	63	1000		0	0	650	100	// Wing of Illusion 3
6183	15	63	1000		0	0	650	100	// Wing of Ruin 3
6184	15	63	1000		0	0	650	100	// Cape of Emperor 3
6187	15	63	1000		0	0	650	100	// Wing of Dimension 3
//									
//SHIELDS FULL +15									
3072	15	63	1000		0	0	150	0	// Small Shield
3073	15	63	1000		0	0	150	0	// Horn Shield
3074	15	63	1000		0	0	150	0	// Kite Shield
3075	15	63	1000		0	0	150	0	// Elven Shield
3076	15	63	1000		0	0	150	0	// Buckler
3077	15	63	1000		0	0	150	0	// Dragon Slayer Shield
3078	15	63	1000		0	0	150	0	// Skull Shield
3079	15	63	1000		0	0	150	0	// Spiked Shield
3080	15	63	1000		0	0	150	0	// Tower Shield
3081	15	63	1000		0	0	150	0	// Plate Shield
3082	15	63	1000		0	0	150	0	// Large Round Shield
3083	15	63	1000		0	0	150	0	// Serpent Shield
3084	15	63	1000		0	0	150	0	// Bronze Shield
3085	15	63	1000		0	0	150	0	// Dragon Shield
3086	15	63	1000		0	0	150	0	// Legendary Shield
3087	15	63	1000		0	0	150	0	// Grand Soul Shield
//									
//FINAL DO FULL +15 + HARMONY ***									

//									
//
//===================================================================================================================
// BLOODANGEL SEALED
//===================================================================================================================
//Index   Level   OpExe   Zen Value	Coin1	Coin2	Coin3	SellValue	Comment
3694      *       *       0	        0	0	100000	100		//BK
4206      *       *       0	        0	0	100000	100		//BK
4718      *       *       0	        0	0	100000	100		//BK
5230      *       *       0	        0	0	100000	100		//BK
5742      *       *       0	        0	0	100000	100		//BK

3695      *       *       0	        0	0	100000	100		//SM
4207      *       *       0	        0	0	100000	100		//SM
4719      *       *       0	        0	0	100000	100		//SM
5231      *       *       0	        0	0	100000	100		//SM
5743      *       *       0	        0	0	100000	100		//SM

3696      *       *       0	        0	0	100000	100		//ELF
4208      *       *       0	        0	0	100000	100		//ELF
4720      *       *       0	        0	0	100000	100		//ELF
5232      *       *       0	        0	0	100000	100		//ELF
5744      *       *       0	        0	0	100000	100		//ELF

3697      *       *       0	        0	0	100000	100		//SUM
4209      *       *       0	        0	0	100000	100		//SUM
4721      *       *       0	        0	0	100000	100		//SUM
5233      *       *       0	        0	0	100000	100		//SUM
5745      *       *       0	        0	0	100000	100		//SUM

4210      *       *       0	        0	0	125000	100		//MG
4722      *       *       0	        0	0	125000	100		//MG
5234      *       *       0	        0	0	125000	100		//MG
5746      *       *       0	        0	0	125000	100		//MG

3699      *       *       0	        0	0	100000	100		//DL
4211      *       *       0	        0	0	100000	100		//DL
4723      *       *       0	        0	0	100000	100		//DL
5235      *       *       0	        0	0	100000	100		//DL
5747      *       *       0	        0	0	100000	100		//DL

3700      *       *       0	        0	0	125000	100		//RF
4212      *       *       0	        0	0	125000	100		//RF
4724      *       *       0	        0	0	125000	100		//RF
5748      *       *       0	        0	0	125000	100		//RF
//===================================================================================================================
// RUUD BOX & SPIRIT SHARD
//===================================================================================================================
7338      *       *       0	        0	0	1000	1000		//MINOR
7339      *       *       0	        0	0	5000	5000		//STANDARD
7340      *       *       0	        0	0	10000	10000		//GREATER
7341      *       *       0	        0	0	5000	100		//SPIRIT SHARD
//===================================================================================================================
// DARKANGEL ANVIL
//===================================================================================================================
//Index   Level   OpExe   Zen Value	Coin1	Coin2	Coin3	SellValue	Comment
7580      *       *       0	        0	0	20000	100
//===================================================================================================================
// SEALED STONE SHARD
//===================================================================================================================
//Index   Level   OpExe   Zen Value	Coin1	Coin2	Coin3	SellValue	Comment
7576      *       *       0	        0	0	20000	100


//[NH SERVERS UPDATE NOVEMBER]
//===================================================================================================================
// HOLYANGEL SPIRIT
//===================================================================================================================
//Index   Level   OpExe   Zen Value	Coin1	Coin2	Coin3	SellValue	Comment
7581      *       *       0	        0	0	20000	100
//===================================================================================================================
// ANVIL OF HOLYANGEL
//===================================================================================================================
//Index   Level   OpExe   Zen Value	Coin1	Coin2	Coin3	SellValue	Comment
7583      *       *       0	        0	0	20000	100
//===================================================================================================================
// AWAKENING
//===================================================================================================================
//Index   Level   OpExe   Zen Value	Coin1	Coin2	Coin3	SellValue	Comment
7582      *       *       0	        0	0	20000	100
//===================================================================================================================
// SOUL MORU
//===================================================================================================================
//Index   Level   OpExe   Zen Value	Coin1	Coin2	Coin3	SellValue	Comment
7585      *       *       0	        0	0	20000	100

end
